1,F02G059,,XXXXXXXXXXXXXXXXXXXXXXXXX,FROZEN,2015-06-26 16:31:49
2,F02G071,,XXXXXXXXXXXXXXXXXXXXXXXXX,FROZEN,2015-06-26 16:31:50
